name,description,url
findsploit,Find exploits in local and online databases instantly.,https://github.com/1N3/findsploit
fingerprinter,CMS/LMS/Library etc Versions Fingerprinter.,https://github.com/erwanlr/Fingerprinter
firecat,A penetration testing tool that allows you to punch reverse TCP tunnels out of a compromised network.,https://github.com/BishopFox/firecat
firefox-decrypt,"Extract passwords from Mozilla Firefox, Waterfox, Thunderbird, SeaMonkey profiles.",https://github.com/unode/firefox_decrypt
firefox-security-toolkit,A tool that transforms Firefox browsers into a penetration testing suite.,https://github.com/mazen160/Firefox-Security-Toolkit
fireprox,AWS API Gateway management tool for creating on the fly HTTP pass-through proxies for unique IP rotation.,https://github.com/ustayready/fireprox
firewalk,An active reconnaissance network security tool.,http://packetfactory.openwall.net/projects/firewalk/
firmwalker,Script for searching the extracted firmware file system for goodies.,https://github.com/craigz28/firmwalker
firmware-mod-kit,Modify firmware images without recompiling.,https://github.com/rampageX/firmware-mod-kit
firstexecution,A Collection of different ways to execute code outside of the expected entry points.,https://github.com/nccgroup/firstexecution
firstorder,A traffic analyzer to evade Empire communication from Anomaly-Based IDS.,https://github.com/tearsecurity/firstorder
fl0p,"A passive L7 flow fingerprinter that examines TCP/UDP/ICMP packet sequences, can peek into cryptographic tunnels, can tell human beings and robots apart, and performs a couple of other infosec-related tricks.",http://lcamtuf.coredump.cx/
flare,Flare processes an SWF and extracts all scripts from it.,http://www.nowrap.de/flare.html
flare-floss,Obfuscated String Solver - Automatically extract obfuscated strings from malware.,https://github.com/mandiant/flare-floss
flashlight,Automated Information Gathering Tool for Penetration Testers.,https://github.com/galkan/flashlight
flashscanner,Flash XSS Scanner.,https://github.com/riusksk/FlashScanner
flashsploit,Exploitation Framework for ATtiny85 Based HID Attacks.,https://github.com/thewhiteh4t/flashsploit
flask-session-cookie-manager2,Decode and encode Flask session cookie.,https://noraj.github.io/flask-session-cookie-manager/
flask-session-cookie-manager3,Decode and encode Flask session cookie.,https://noraj.github.io/flask-session-cookie-manager/
flask-unsign,"Command line tool to fetch, decode, brute-force and craft session cookies of a Flask application by guessing secret keys.",https://github.com/Paradoxis/Flask-Unsign
flasm,Disassembler tool for SWF bytecode,http://www.nowrap.de/flasm.html
flowinspect,A network traffic inspection tool.,https://github.com/7h3rAm/flowinspect
flunym0us,A Vulnerability Scanner for Wordpress and Moodle.,http://code.google.com/p/flunym0us/
fluxion,A security auditing and social-engineering research tool.,https://github.com/FluxionNetwork/fluxion
flyr,Block-based software vulnerability fuzzing framework.,https://github.com/zznop/flyr
fockcache,Tool to make cache poisoning by trying X-Forwarded-Host and X-Forwarded-Scheme headers on web pages.,https://github.com/tismayil/fockcache
forager,Multithreaded threat Intelligence gathering utilizing.,https://github.com/byt3smith/Forager
foresight,A tool for predicting the output of random number generators.,https://github.com/ALSchwalm/foresight
forkingportscanner,"Simple and fast forking port scanner written in perl. Can only scan on host at a time, the forking is done on the specified port range. Or on the default range of 1. Has the ability to scan UDP or TCP, defaults to tcp.",http://magikh0e.xyz/
formatstringexploiter,Helper script for working with format string bugs.,https://github.com/Owlz/formatStringExploiter
fortiscan,A high performance FortiGate SSL-VPN vulnerability scanning and exploitation tool.,https://github.com/anasbousselham/fortiscan
fpdns,Program that remotely determines DNS server versions.,https://github.com/kirei/fpdns
fport,Identify unknown open ports and their associated applications.,http://www.foundstone.com/us/resources/proddesc/fport.htm
fprotlogparser,"This is a utility to parse a F-Prot Anti Virus log file, in order to sort them into a malware archive for easier maintanence of your collection.",http://magikh0e.xyz/
fraud-bridge,ICMP and DNS tunneling via IPv4 and IPv6.,https://github.com/stealth/fraud-bridge
fred,Cross-platform M$ registry hive editor.,https://www.pinguin.lu/fred
freewifi,How to get free wifi.,https://github.com/kylemcdonald/FreeWifi
frida-extract,Frida.re based RunPE (and MapViewOfSection) extraction tool.,https://github.com/OALabs/frida-extract
frida-ios-dump,Pull decrypted ipa from jailbreak device.,https://github.com/AloneMonkey/frida-ios-dump
fridump,A universal memory dumper using Frida.,https://github.com/Nightbringer21/fridump
frisbeelite,A GUI-based USB device fuzzer.,https://github.com/nccgroup/FrisbeeLite
fs-exploit,Format string exploit generation.,https://github.com/miaouPlop/fs
fs-nyarl,A network takeover & forensic analysis tool - useful to advanced PenTest tasks & for fun and profit.,http://www.fulgursecurity.com/en/content/fs-nyarl
fscan,A Security Auditing Tool.,https://github.com/shadow1ng/fscan
fsnoop,"A tool to monitor file operations on GNU/Linux systems by using the Inotify mechanism. Its primary purpose is to help detecting file race condition vulnerabilities and since version 3, to exploit them with loadable DSO modules (also called ""payload modules"" or ""paymods"").",http://vladz.devzero.fr/fsnoop.php
fssb,A low-level filesystem sandbox for Linux using syscall intercepts.,https://github.com/adtac/fssb
fstealer,Automates file system mirroring through remote file disclosure vulnerabilities on Linux machines.,http://packetstormsecurity.com/files/106450/FStealer-Filesystem-Mirroring-Tool.html
ftester,A tool designed for testing firewall filtering policies and Intrusion Detection System (IDS) capabilities.,http://www.inversepath.com/ftester.html
ftp-fuzz,The master of all master fuzzing scripts specifically targeted towards FTP server software.,http://nullsecurity.net/tools/fuzzer.html
ftp-scanner,"Multithreaded ftp scanner/brute forcer. Tested on Linux, OpenBSD and Solaris.",http://wayreth.eu.org/old_page/
ftp-spider,"FTP investigation tool - Scans ftp server for the following: reveal entire directory tree structures, detect anonymous access, detect directories with write permissions, find user specified data within repository.",http://packetstormsecurity.com/files/35120/ftp-spider.pl.html
ftpmap,Scans remote FTP servers to identify what software and what versions they are running.,http://wcoserver.googlecode.com/files/
ftpscout,Scans ftps for anonymous access.,https://github.com/RubenRocha/ftpscout
fuddly,Fuzzing and Data Manipulation Framework (for GNU/Linux).,https://github.com/k0retux/fuddly
fusil,A Python library used to write fuzzing programs.,http://bitbucket.org/haypo/fusil/wiki/Home
fuxploider,Tool that automates the process of detecting and exploiting file upload forms flaws.,https://github.com/almandin/fuxploider
fuzzap,A python script for obfuscating wireless networks.,https://github.com/lostincynicism/FuzzAP
fuzzball2,A little fuzzer for TCP and IP options. It sends a bunch of more or less bogus packets to the host of your choice.,http://nologin.org/
fuzzbunch,NSA Exploit framework,https://github.com/mdiazcl/fuzzbunch-debian
fuzzdb,Attack and Discovery Pattern Dictionary for Application Fault Injection Testing.,https://github.com/fuzzdb-project/fuzzdb
fuzzdiff,"A simple tool designed to help out with crash analysis during fuzz testing. It selectively 'un-fuzzes' portions of a fuzzed file that is known to cause a crash, re-launches the targeted application, and sees if it still crashes.",http://vsecurity.com/resources/tool
fuzzowski,A Network Protocol Fuzzer made by NCCGroup based on Sulley and BooFuzz.,https://github.com/nccgroup/fuzzowski
fuzztalk,An XML driven fuzz testing framework that emphasizes easy extensibility and reusability.,https://code.google.com/p/fuzztalk
g72x++,Decoder for the g72x++ codec.,http://www.ps-auxw.de/
gadgetinspector,A byte code analyzer for finding deserialization gadget chains in Java applications.,https://github.com/JackOfMostTrades/gadgetinspector
gadgettojscript,.NET serialized gadgets that can trigger .NET assembly from JS/VBS/VBA based scripts.,https://github.com/med0x2e/GadgetToJScript
galleta,Examine the contents of the IE's cookie files for forensic purposes,http://www.jonesdykstra.com/
gasmask,All in one Information gathering tool - OSINT.,https://github.com/twelvesec/gasmask
gatecrasher,Network auditing and analysis tool developed in Python.,https://github.com/michaeltelford/gatecrasher
gau,"Fetch known URLs from AlienVault's Open Threat Exchange, the Wayback Machine, and Common Crawl.",https://github.com/lc/gau/
gcat,A fully featured backdoor that uses Gmail as a C&C server.,https://github.com/byt3bl33d3r/gcat
gcpbucketbrute,"A script to enumerate Google Storage buckets, determine what access you have to them, and determine if they can be privilege escalated.",https://github.com/RhinoSecurityLabs/GCPBucketBrute
gcrypt,"Simple, secure and performance file encryption tool written in C",https://gitlab.com/GasparVardanyan/gcrypt
gdbgui,"Browser-based gdb frontend using Flask and JavaScript to visually debug C, C++, Go, or Rust.",https://github.com/cs01/gdbgui
gene,Signature Engine for Windows Event Logs.,https://github.com/0xrawsec/gene
genisys,Powerful Telegram Members Scraping and Adding Toolkit.,https://github.com/ahayder/Genisys
genlist,Generates lists of IP addresses.,
geoedge,"This little tools is designed to get geolocalization information of a host, it get the information from two sources (maxmind and geoiptool).",
geoipgen,GeoIPgen is a country to IP addresses generator.,http://code.google.com/p/geoipgen/
gerix-wifi-cracker,A graphical user interface for aircrack-ng and pyrit.,https://github.com/TigerSecurity
gethsploit,Finding Ethereum nodes which are vulnerable to RPC-attacks.,https://github.com/KarmaHostage/gethspoit
getsids,Getsids tries to enumerate Oracle Sids by sending the services command to the Oracle TNS listener. Like doing ‘lsnrctl service’.,http://www.cqure.net/wp/getsids/
getsploit,Command line utility for searching and downloading exploits.,https://github.com/vulnersCom/getsploit
gf,"A wrapper around grep, to help you grep for things.",https://github.com/tomnomnom/gf
gg-images,The application was created to allow anyone to easily download profile pictures from GG.,https://codeberg.org/nanoory/gg_images
gggooglescan,A Google scraper which performs automated searches and returns results of search queries in the form of URLs or hostnames.,http://www.morningstarsecurity.com/research/gggooglescan
gh-dork,Github dorking tool.,https://github.com/molly/gh-dork
ghauri,An advanced cross-platform tool that automates the process of detecting and exploiting SQL injection security flaws.,https://github.com/r0oth3x49/ghauri
ghettotooth,Ghettodriving for bluetooth.,http://www.oldskoolphreak.com/tfiles/ghettotooth.txt
ghost-phisher,GUI suite for phishing and penetration attacks,http://code.google.com/p/ghost-phisher
ghost-py,Webkit based webclient (relies on PyQT).,http://jeanphix.github.com/Ghost.py/
ghostdelivery,Python script to generate obfuscated .vbs script that delivers payload (payload dropper) with persistence and windows antivirus disabling functions.,https://github.com/s1egesystems/GhostDelivery
ghostpack,Compiled Binaries for Ghostpack (.NET v4.8.1).,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
ghunt,An offensive OSINT Google framework.,https://github.com/mxrch/GHunt
gibberish-detector,Train a model and detect gibberish strings with it.,https://github.com/domanchi/gibberish-detector
girsh,Automatically spawn a reverse shell fully interactive for Linux or Windows victim.,https://github.com/nodauf/Girsh
giskismet,A program to visually represent the Kismet data in a flexible manner.,http://www.giskismet.org
git-dump,Dump the contents of a remote git repository without directory listing enabled.,https://github.com/bahamas10/node-git-dump
git-dumper,A tool to dump a git repository from a website.,https://github.com/arthaud/git-dumper
git-hound,"Pinpoints exposed API keys on GitHub. A batch-catching, pattern-matching, patch-attacking secret snatcher.",https://github.com/tillson/git-hound
git-wild-hunt,A tool to hunt for credentials in github wild AKA git*hunt.,https://github.com/d1vious/git-wild-hunt
gitdorker,Python program to scrape secrets from GitHub through usage of a large repository of dorks.,https://github.com/obheda12/GitDorker
gitdump,A pentesting tool that dumps the source code from .git even when the directory traversal is disabled.,https://github.com/Ebryx/GitDump
gitem,A Github organization reconnaissance tool.,https://github.com/mschwager/gitem
gitgraber,Monitor GitHub to search and find sensitive data in real time for different online services.,https://github.com/hisxo/gitGraber
githack,A `.git` folder disclosure exploit.,https://github.com/lijiejie/githack
githound,Find secret information in git repositories.,https://github.com/tillson/git-hound
github-dorks,Collection of github dorks and helper tool to automate the process of checking dorks.,https://github.com/techgaun/github-dorks
githubcloner,A script that clones Github repositories of users and organizations automatically.,https://github.com/mazen160/GithubCloner
gitmails,An information gathering tool to collect git commit emails in version control host services.,https://github.com/giovanifss/gitmails
gitminer,Tool for advanced mining for content on Github.,https://github.com/danilovazb/GitMiner
gitrecon,OSINT tool to get information from a Github and Gitlab profile and find user's email addresses leaked on commits.,https://github.com/GONZOsint/gitrecon
gitrob,Reconnaissance tool for GitHub organizations.,http://michenriksen.com/blog/gitrob-putting-the-open-source-in-osint/
gittools,A repository with 3 tools for pwn'ing websites with .git repositories available'.,https://github.com/internetwache/GitTools
gloom,Linux Penetration Testing Framework.,https://github.com/StreetSec/Gloom-Framework
glue,A framework for running a series of tools.,https://github.com/OWASP/glue
gmsadumper,A tool that Reads any gMSA password blobs the user can access and parses the values.,https://github.com/micahvandeusen/gMSADumper
gnutls2,A library which provides a secure layer over a reliable transport layer (Version 2),http://gnutls.org/
go-exploitdb,"Tool for searching Exploits from Exploit Databases, etc.",https://github.com/vulsio/go-exploitdb
go-windapsearch,"Utility to enumerate users, groups and computers from a Windows domain through LDAP queries.",https://github.com/ropnop/go-windapsearch
gobd,A Golang covert backdoor.,https://github.com/razc411/GoBD
gocabrito,Super organized and flexible script for sending phishing campaigns.,https://github.com/KINGSABRI/goCabrito
goddi,Dumps Active Directory domain information.,https://github.com/NetSPI/goddi
goldeneye,A HTTP DoS test tool. Attack Vector exploited: HTTP Keep Alive + NoCache.,https://github.com/jseidl/GoldenEye
golismero,Opensource web security testing framework.,https://github.com/golismero/golismero
gomapenum,"User enumeration and password bruteforce on Azure, ADFS, OWA, O365, Teams and gather emails on Linkedin.",https://github.com/nodauf/GoMapEnum
goodork,A python script designed to allow you to leverage the power of google dorking straight from the comfort of your command line.,http://goo-dork.blogspot.com/
goofile,Command line filetype search,https://code.google.com/p/goofile/
goofuzz,A Bash script that uses advanced Google search techniques to obtain sensitive information in files or directories without making requests to the web server.,https://github.com/m3n0sd0n4ld/GooFuzz
goog-mail,Enumerate domain emails from google.,http://www.darkc0de.com/others/goog-mail.py
google-explorer,"Google mass exploit robot - Make a google search, and parse the results for a especific exploit you define.",https://github.com/anarcoder/google_explorer
googlesub,A python script to find domains by using google dorks.,https://github.com/zombiesam/googlesub
goohak,Automatically Launch Google Hacking Queries Against A Target Domain.,https://github.com/1N3/Goohak
goop,Perform google searches without being blocked by the CAPTCHA or hitting any rate limits.,https://github.com/s0md3v/goop
goop-dump,"Tool to dump a git repository from a website, focused on as-complete-as-possible dumps and handling weird edge-cases.",https://github.com/nyancrimew/goop
gooscan,"A tool that automates queries against Google search appliances, but with a twist.","http://johnny.ihackstuff.com/downloads/task,doc_details&Itemid=/gid,28/"
gopherus,Tool generates gopher link for exploiting SSRF and gaining RCE in various servers.,https://github.com/tarunkant/Gopherus
gophish,Open-Source Phishing Framework.,https://github.com/gophish/gophish
goshs,"A SimpleHTTPServer written in Go, enhanced with features and with a nice design.",https://github.com/patrickhener/goshs
gosint,OSINT framework in Go.,https://github.com/Nhoya/gOSINT
gospider,Fast web spider written in Go.,https://github.com/jaeles-project/gospider
gostringsr2,Extract strings from a Go binary using radare2.,https://github.com/CarveSystems/gostringsr2
gowitness,"A golang, web screenshot utility using Chrome Headless.",https://github.com/sensepost/gowitness
gplist,Lists information about the applied Group Policies.,https://vidstromlabs.com/freetools/gplist/
gpocrack,Active Directory Group Policy Preferences cpassword cracker/decrypter.,https://github.com/MartinIngesen/gpocrack
gpowned,GPOs manipulation tool.,https://github.com/X-C3LL/gpowned
gpp-decrypt,Parse the Group Policy Preferences XML file which extracts the username and decrypts the cpassword attribute.,https://github.com/t0thkr1s/gpp-decrypt
gpredict,A real-time satellite tracking and orbit prediction application.,http://gpredict.oz9aec.net/
gps-sdr-sim,Software-Defined GPS Signal Simulator.,https://github.com/osqzss/gps-sdr-sim
gqrx-scanner,A frequency scanner for Gqrx Software Defined Radio receiver.,https://github.com/neural75/gqrx-scanner
gr-air-modes,"Gnuradio tools for receiving Mode S transponder signals, including ADS-B.",https://github.com/bistromath/gr-air-modes
gr-dect2,Real-time DECT voice channel decoding by Gnuradio.,https://github.com/pavelyazev/gr-dect2
gr-gsm,Gnuradio blocks and tools for receiving GSM transmissions.,https://github.com/ptrkrysik/gr-gsm
gr-paint,An OFDM Spectrum Painter for GNU Radio.,https://github.com/drmpeg/gr-paint
grabbb,"Clean, functional, and fast banner scanner.",https://packetstormsecurity.com/files/11372/grabbb.0.7.tar.gz.html
grabber,A web application scanner. Basically it detects some kind of vulnerabilities in your website.,http://rgaucher.info/beta/grabber/
grabing,Counts all the hostnames for an IP adress,https://github.com/black-brain/graBing
grabitall,Performs traffic redirection by sending spoofed ARP replies.,http://ntsecurity.nu/toolbox/grabitall/
graffiti,A tool to generate obfuscated one liners to aid in penetration testing.,https://github.com/Ekultek/Graffiti
grammarinator,A random test generator / fuzzer that creates test cases according to an input ANTLR v4 grammar.,https://github.com/renatahodovan/grammarinator
graphinder,"GraphQL endpoints finder using subdomain enumeration, scripts analysis and bruteforce.",https://github.com/Escape-Technologies/graphinder
graphql-cop,GraphQL vulnerability scanner.,https://github.com/dolevf/graphql-cop
graphql-path-enum,Tool that lists the different ways of reaching a given type in a GraphQL schema.,https://gitlab.com/dee-see/graphql-path-enum
graphqlmap,Scripting engine to interact with a graphql endpoint for pentesting purposes.,https://github.com/swisskyrepo/GraphQLmap
graphw00f,GraphQL endpoint detection and engine fingerprinting.,https://github.com/dolevf/graphw00f
graudit,Grep rough source code auditing tool.,https://github.com/wireghoul/graudit
grepforrfi,Simple script for parsing web logs for RFIs and Webshells v1.2,http://www.irongeek.com/downloads/grepforrfi.txt
grokevt,A collection of scripts built for reading Windows® NT/2K/XP/2K eventlog files.,http://code.google.com/p/grokevt/
grr,High-throughput fuzzer and emulator of DECREE binaries.,https://github.com/trailofbits/grr
grype,A vulnerability scanner for container images and filesystems.,https://github.com/anchore/grype
gsd,Gives you the Discretionary Access Control List of any Windows NT service you specify as a command line option.,https://vidstromlabs.com/freetools/gsd/
gsmevil2,Python web-based tool which use for capturing imsi numbers and sms.,https://github.com/ninjhacks/gsmevil2
gspoof,A simple GTK/command line TCP/IP packet generator.,http://gspoof.sourceforge.net/
gtalk-decode,Google Talk decoder tool that demonstrates recovering passwords from accounts.,http://packetstormsecurity.com/files/119154/Google-Talk-Decoder.html
gtfo,Search gtfobins and lolbas files from your terminal.,https://github.com/mzfr/gtfo
gtfoblookup,Offline command line lookup utility for GTFOBins and LOLBAS.,https://github.com/nccgroup/GTFOBLookup
gtp-scan,A small python script that scans for GTP (GPRS tunneling protocol) speaking hosts.,http://www.c0decafe.de/
guymager,A forensic imager for media acquisition.,http://guymager.sourceforge.net/
gwcheck,A simple program that checks if a host in an ethernet network is a gateway to Internet.,http://packetstormsecurity.com/files/62047/gwcheck.c.html
gwtenum,Enumeration of GWT-RCP method calls.,http://www.gdssecurity.com/l/t/d.php?k=GwtEnum
h2buster,"A threaded, recursive, web directory brute-force scanner over HTTP/2.",https://github.com/00xc/h2buster
h2csmuggler,HTTP Request Smuggling over HTTP/2 Cleartext (h2c).,https://github.com/BishopFox/h2csmuggler
h2spec,A conformance testing tool for HTTP/2 implementation.,https://github.com/summerwind/h2spec
h2t,Scans a website and suggests security headers to apply.,https://github.com/gildasio/h2t
h8mail,Email OSINT and password breach hunting.,https://github.com/khast3x/h8mail
habu,Python Network Hacking Toolkit.,https://github.com/portantier/habu
hackersh,"A shell for with Pythonect-like syntax, including wrappers for commonly used security tools.",http://www.hackersh.org/
hackredis,A simple tool to scan and exploit redis servers.,https://github.com/Ridter/hackredis
hacktv,Analogue TV transmitter for the HackRF.,
haiti,Hash type identifier (CLI & lib).,https://noraj.github.io/haiti/
haka,A collection of tool that allows capturing TCP/IP packets and filtering them based on Lua policy files.,https://github.com/haka-security/haka
hakku,Simple framework that has been made for penetration testing tools.,https://github.com/4shadoww/hakkuframework
hakrawler,"Simple, fast web crawler designed for easy, quick discovery of endpoints and assets within a web application.",https://github.com/hakluke/hakrawler
hakrevdns,"Small, fast tool for performing reverse DNS lookups en masse.",https://github.com/hakluke/hakrevdns
halberd,Halberd discovers HTTP load balancers. It is useful for web application security auditing and for load balancer configuration testing.,http://halberd.superadditive.com/
halcyon,A repository crawler that runs checksums for static files found within a given git repository.,http://www.blackhatlibrary.net/Halcyon
halcyon-ide,First IDE for Nmap Script (NSE) Development.,https://halcyon-ide.org/
hamster,Tool for HTTP session sidejacking.,http://hamster.erratasec.com/
handle,"An small application designed to analyze your system searching for global objects related to running process and display information for every found object, like tokens, semaphores, ports, files,..",http://www.tarasco.org/security/handle/index.html
harness,Interactive remote PowerShell Payload.,https://github.com/Rich5/Harness
harpoon,CLI tool for open source and threat intelligence.,https://github.com/Te-k/harpoon
hasere,Discover the vhosts using google and bing.,https://github.com/galkan/hasere
hash-buster,A python script which scraps online hash crackers to find cleartext of a hash.,https://github.com/UltimateHackers/Hash-Buster/
hash-extender,A hash length extension attack tool.,https://github.com/iagox86/hash_extender
hash-identifier,Software to identify the different types of hashes used to encrypt data and especially passwords.,https://github.com/blackploit/hash-identifier
hashcatch,Capture handshakes of nearby WiFi networks automatically.,https://github.com/staz0t/hashcatch/releases
hashcheck,Search for leaked passwords while maintaining a high level of privacy using the k-anonymity method.,https://github.com/Telefonica/HashCheck
hashdb,A block hash toolkit.,https://github.com/NPS-DEEP/hashdb/
hashdeep,Cross-platform tools to message digests for any number of files.,https://github.com/jessek/hashdeep
hasher,"A tool that allows you to quickly hash plaintext strings, or compare hashed values with a plaintext locally.",https://github.com/ChrisTruncer/Hasher
hashfind,A tool to search files for matching password hash types and other interesting data.,https://github.com/rurapenthe/hashfind
hashid,Software to identify the different types of hashes used to encrypt data.,https://github.com/psypanda/hashID
hashpump,A tool to exploit the hash length extension attack in various hashing algorithms.,https://github.com/bwall/HashPump
hashrat,"Hashing tool supporting MD5, SHA1, SHA256, SHA512, Whirlpool, JH and their HMAC.",https://github.com/ColumPaget/Hashrat
hashtag,A python script written to parse and identify password hashes.,https://github.com/SmeegeSec/HashTag
hatcloud,Bypass CloudFlare with Ruby.,https://github.com/HatBashBR/HatCloud
hate-crack,A tool for automating cracking methodologies through Hashcat.,https://github.com/trustedsec/hate_crack
havoc-c2,Modern and malleable post-exploitation command and control framework.,https://havocframework.com/
haystack,A Python framework for finding C structures from process memory - heap analysis - Memory structures forensics.,https://github.com/trolldbois/python-haystack
hbad,This tool allows you to test clients on the heartbleed bug.,http://www.curesec.com/
hcraft,HTTP Vuln Request Crafter,http://sourceforge.net/projects/hcraft/
hdcp-genkey,Generate HDCP source and sink keys from the leaked master key.,https://github.com/rjw57/hdcp-genkey
hdmi-sniff,HDMI DDC (I2C) inspection tool. It is designed to demonstrate just how easy it is to recover HDCP crypto keys from HDMI devices.,https://github.com/ApertureLabsLtd/hdmi-sniff
heaptrace,Helps visualize heap operations for pwn and debugging.,https://github.com/Arinerron/heaptrace
heartbleed-honeypot,"Script that listens on TCP port 443 and responds with completely bogus SSL heartbeat responses, unless it detects the start of a byte pattern similar to that used in Jared Stafford's",http://packetstormsecurity.com/files/126068/hb_honeypot.pl.txt
heartleech,"Scans for systems vulnerable to the heartbleed bug, and then download them.",https://github.com/robertdavidgraham/heartleech
hekatomb,Extract and decrypt all credentials from all domain computers using DPAPI.,https://github.com/ProcessusT/HEKATOMB
hellraiser,Vulnerability Scanner.,https://github.com/m0nad/HellRaiser
hemingway,A simple and easy to use spear phishing helper.,https://github.com/ytisf/hemingway
hercules-payload,A special payload generator that can bypass all antivirus software.,https://github.com/EgeBalci/HERCULES
hetty,HTTP toolkit for security research. Aims to become an open source alternative to commercial software like Burp Suite Pro.,https://github.com/dstotijn/hetty
hex2bin,Converts Motorola and Intel hex files to binary.,http://hex2bin.sourceforge.net/
hexhttp,Perform tests on HTTP headers and analyze the results to identify vulnerabilities and interesting behaviors.,https://github.com/c0dejump/HExHTTP
hexinject,A very versatile packet injector and sniffer that provides a command-line framework for raw network access.,http://hexinject.sourceforge.net
hexorbase,"A database application designed for administering and auditing multiple database servers simultaneously from a centralized location. It is capable of performing SQL queries and bruteforce attacks against common database servers (MySQL, SQLite, Microsoft SQL Server, Oracle, PostgreSQL).",https://code.google.com/p/hexorbase/
hharp,"This tool can perform man-in-the-middle and switch flooding attacks. It has 4 major functions, 3 of which attempt to man-in-the-middle one or more computers on a network with a passive method or flood type method.",http://packetstormsecurity.com/files/81368/Hackers-Hideaway-ARP-Attack-Tool.html
hidattack,HID Attack (attacking HID host implementations),http://mulliner.org/bluetooth/hidattack.php
hiddeneye,Modern phishing tool with advanced functionality.,https://github.com/DarkSecDevelopers/HiddenEye
hiddeneye-legacy,Modern Phishing Tool With Advanced Functionality.,https://github.com/DarkSecDevelopers/HiddenEye-Legacy
hikpwn,A simple scanner for Hikvision devices with basic vulnerability scanning capabilities written in Python 3.8.,https://github.com/4n4nk3/HikPwn
hlextend,Pure Python hash length extension module.,https://github.com/stephenbradshaw/hlextend
hodor,A general-use fuzzer that can be configured to use known-good input and delimiters in order to fuzz specific locations.,https://github.com/nccgroup/hodor
holehe,A tool for Efficiently finding registered accounts from emails.,https://github.com/megadose/holehe
hollows-hunter,"Scans all running processes. Recognizes and dumps a variety of potentially malicious implants (replaced/injected PEs, shellcodes, hooks, in-memory patches).",https://github.com/hasherezade/hollows_hunter
homepwn,Swiss Army Knife for Pentesting of IoT Devices.,https://github.com/ElevenPaths/HomePWN
honeycreds,Network credential injection to detect responder and other network poisoners.,https://github.com/Ben0xA/HoneyCreds
honeyd,A small daemon that creates virtual hosts on a network.,https://github.com/DataSoft/Honeyd/
honeypy,A low interaction Honeypot.,https://github.com/foospidy/HoneyPy
honggfuzz,"A general-purpose fuzzer with simple, command-line interface.",https://code.google.com/p/honggfuzz/
honssh,A high-interaction Honey Pot solution designed to log all SSH communications between a client and server.,
hookanalyser,A hook tool which can be potentially helpful in reversing applications and analyzing malware. It can hook to an API in a process and search for a pattern in memory or dump the buffer.,http://hookanalyser.blogspot.de/
hookshot,Integrated web scraper and email account data breach comparison tool.,https://github.com/andrew-vii/hookshot/
hoover,Wireless Probe Requests Sniffer.,https://github.com/xme/hoover/
hoper,Trace URL's jumps across the rel links to obtain the last URL.,https://github.com/gabamnml/hoper
hopper,"Reverse engineering tool that lets you disassemble, decompile and debug your applications.",https://www.hopperapp.com/download.html?
hoppy,A python script which tests http methods for configuration issues leaking information or just to see if they are enabled.,https://labs.portcullis.co.uk/downloads/
horusec,Static code analysis to identify security flaws for many languages.,https://github.com/ZupIT/horusec
host-extract,Ruby script tries to extract all IP/Host patterns in page response of a given URL and JavaScript/CSS files of that URL.,https://code.google.com/p/host-extract/
hostapd-wpe,Modified hostapd to facilitate AP impersonation attacks.,https://w1.fi/hostapd/
hostbox-ssh,A ssh password/account scanner.,http://stridsmanit.wordpress.com/2012/12/02/brute-forcing-passwords-with-hostbox-ssh-1-1/
hosthunter,A recon tool for discovering hostnames using OSINT techniques.,https://github.com/SpiderLabs/HostHunter
hotpatch,Hot patches executables on Linux using .so file injection.,http://www.selectiveintellect.com/hotpatch.html
hotspotter,"Hotspotter passively monitors the network for probe request frames to identify the preferred networks of Windows XP clients, and will compare it to a supplied list of common hotspot network names.",http://www.remote-exploit.org/?page_id=418
howmanypeoplearearound,Count the number of people around you by monitoring wifi signals.,https://github.com/schollz/howmanypeoplearearound
hpfeeds,Honeynet Project generic authenticated datafeed protocol.,https://github.com/rep/hpfeeds
hqlmap,A tool to exploit HQL Injections.,https://github.com/PaulSec/HQLmap
hsecscan,A security scanner for HTTP response headers.,https://github.com/riramar/hsecscan
htcap,A web application analysis tool for detecting communications between javascript and the server.,https://github.com/segment-srl/htcap
htexploit,A Python script that exploits a weakness in the way that .htaccess files can be configured to protect a web directory with an authentication process,http://www.mkit.com.ar/labs/htexploit/
htpwdscan,A python HTTP weak pass scanner.,https://github.com/lijiejie/htpwdScan
htrosbif,Active HTTP server fingerprinting and recon tool.,https://github.com/lkarsten/htrosbif
htshells,Self contained web shells and other attacks via .htaccess files.,https://github.com/wireghoul/htshells
http-enum,A tool to enumerate the enabled HTTP methods supported on a webserver.,https://www.thexero.co.uk/tools/http-enum/
http-fuzz,A simple http fuzzer.,none
http-put,Simple http put perl script.,
http-traceroute,This is a python script that uses the Max-Forwards header in HTTP and SIP to perform a traceroute-like scanning functionality.,http://packetstormsecurity.com/files/107167/Traceroute-Like-HTTP-Scanner.html
http2smugl,Http2Smugl - Tool to detect and exploit HTTP request smuggling in cases it can be achieved via HTTP/2 -> HTTP/1.1 conversion.,https://github.com/neex/http2smugl
